message_id,topic,device_dt,temp_device,temp_hive,temp,humidity_hive,humidity,pressure,light_intensity,version,ab_bin1,ab_bin2,ab_bin3,ab_bin4,ab_bin5,ab_bin6,ab_bin7,ab_bin8,ab_bin9,ab_bin10,gb_bin1,gb_bin2,gb_bin3,gb_bin4,gb_bin5
00063230F9D6516D0A0CA80550090002,v001/c00001/d001,2025-04-07T14:35:14+0000,53.3,36.2,25.0,48.3,24.5,1027.9,26049.2,0001,249,245,236,268,144,97,64,61,53,49,393111,79661,28996,16639,29754
000632311D721B360A0CAB0548550002,v001/c00001/d001,2025-04-07T14:45:13+0000,53.3,36.2,29.0,43.0,22.3,1027.8,34302.5,0001,143,138,75,71,71,63,50,59,60,55,441411,88464,31515,17749,30225
000632314111130A5977F40E603A0002,v001/c00001/d001,2025-04-07T14:55:13+0000,53.3,36.1,26.9,45.2,24.2,1027.8,33802.5,0001,301,321,195,152,125,119,76,83,90,61,434840,87361,31027,17513,29924
0006323164B1401F0A0CAC051B740002,v001/c00001/d001,2025-04-07T15:05:14+0000,53.3,36.1,26.8,42.9,22.7,1027.7,32761.7,0001,183,143,44,62,66,47,47,58,66,69,448483,89500,31753,17749,30621
0006323188492D750A0CAF057A1A0002,v001/c00001/d001,2025-04-07T15:15:14+0000,53.3,36.0,27.2,38.3,21.8,1027.6,30635,0001,458,431,135,240,145,112,88,99,75,87,510120,98722,34685,18950,31327
00063231ABE35EE45977F80E295E0002,v001/c00001/d001,2025-04-07T15:25:13+0000,53.3,36.1,25.3,45.4,26.8,1027.6,24740,0001,352,257,288,203,156,114,79,95,104,81,440832,87817,31444,17586,30355
00063231CF7BCC1E5977FB0E3E8B0002,v001/c00001/d001,2025-04-07T15:35:13+0000,53.3,36.0,25.5,39.3,23.9,1027.7,28071.7,0001,415,399,211,169,179,103,100,72,90,92,500990,96790,34095,18630,31119
00063231F31DCF255977FD0E1E3D0002,v001/c00001/d001,2025-04-07T15:45:13+0000,53.3,36.0,26.5,39.8,22.6,1027.6,26628.3,0001,257,271,110,180,84,101,64,90,69,83,497650,96512,33930,18647,31258
0006323216BB3EF45977FE0E1A040002,v001/c00001/d001,2025-04-07T15:55:13+0000,53.3,36.1,25.6,43.1,24.6,1027.6,26980,0001,521,268,205,211,149,131,83,97,67,74,450286,89595,31777,17630,29754
000632323A604D565977020F39990002,v001/c00001/d001,2025-04-07T16:05:14+0000,53.3,36.1,25.1,39.5,26.1,1027.6,24471.7,0001,183,179,54,77,64,34,34,55,45,65,496180,96291,34039,18647,30621
000632325DF3A99B5977020F6CD00002,v001/c00001/d001,2025-04-07T16:15:13+0000,53.3,36.1,24.4,41.1,26.1,1027.6,21993.3,0001,333,334,172,119,110,99,62,44,58,58,481252,94960,33418,18274,30532
00063232818B9EA80A0CBF05479E0002,v001/c00001/d001,2025-04-07T16:25:13+0000,53.3,36.1,21.4,42.1,30.2,1027.6,23414.2,0001,480,375,201,239,144,86,125,148,94,74,458898,90854,32166,17734,30030
00063232A5238B405977020F1FA00002,v001/c00001/d001,2025-04-07T16:35:13+0000,53.3,36.0,22.4,42.0,29.4,1027.7,9371.7,0001,178,247,62,85,74,35,31,30,35,44,475125,93794,32895,18116,30052
00063232C8BF287F5977FD0E344B0002,v001/c00001/d001,2025-04-07T16:45:13+0000,53.3,36.0,20.6,38.7,32.0,1027.6,20295,0001,418,526,193,192,171,134,99,128,82,90,531509,101586,35564,19280,31027
00063232EC58E8E90A0CC40568680002,v001/c00001/d001,2025-04-07T16:55:13+0000,53.3,35.8,18.2,40.0,38.2,1027.7,8350.8,0001,325,482,149,186,110,87,52,73,71,71,522416,100553,35002,19174,30755
