message_id,topic,device_dt,temp_device,temp_hive,temp,humidity_hive,humidity,pressure,co2,light_intensity,version,ab_bin1,ab_bin2,ab_bin3,ab_bin4,ab_bin5,ab_bin6,ab_bin7,ab_bin8,ab_bin9,ab_bin10,gb_bin1,gb_bin2,gb_bin3,gb_bin4,gb_bin5
000639FF2E19E265DE4E08EBC6BD0002,v001/c00003/d001,2025-07-15T22:20:11+0000,53.3,35.1,18.4,49.2,59.3,1015.7,5886,0,0006,367,221,258,180,162,165,141,108,113,105,358528,74031,25590,13293,8814
000639FF344006AFE9F8004B80CF0002,v001/c00001/d001,2025-07-15T22:21:54+0000,53.3,34.9,18.9,50.7,59.6,1015.8,5990,0,0007,444,282,219,337,204,216,130,136,158,88,435403,75989,24589,15272,13890
000639FF346A40C3DE4E08E9B1070002,v001/c00002/d001,2025-07-15T22:21:57+0000,53.3,35.8,18.6,54.1,56.8,1016.1,7827,0,0006,120,8,62,49,151,70,69,101,114,84,130985,29957,12642,7612,5687
000639FF3B01633FE9F8004BC6890002,v001/c00001/d031,2025-07-15T22:23:47+0000,53.3,34.3,17.7,52.4,70.2,1015.1,6395,0,0006,177,202,126,91,109,48,68,39,36,45,613620,103529,33453,16553,10294
000639FF46A41CC6DE4E08ED1C310002,v001/c00001/d021,2025-07-15T22:27:03+0000,53.3,33.7,18.8,44.9,55.9,1015.4,6938,0,0006,441,315,205,115,130,88,117,67,42,51,748469,133010,39917,19531,14968
000639FF4744F566E9F8004BD9B30002,v001/c00001/d011,2025-07-15T22:27:13+0000,53.3,34.5,18.8,60.3,54.4,1015.6,5472,0,0006,477,288,209,192,201,128,153,85,111,130,716628,136846,47282,25404,28690
000639FF51D71AF2DE4E08EDC6A70002,v001/c00003/d001,2025-07-15T22:30:10+0000,53.3,35.1,18.4,49.0,59.2,1015.6,6810,0,0006,380,210,206,409,147,152,144,108,84,83,357749,74162,25312,13218,8777
000639FF57B54F1FE9F8004D38670002,v001/c00001/d001,2025-07-15T22:31:49+0000,53.3,34.8,18.8,48.5,59.9,1015.7,5150,0,0007,367,191,261,156,182,150,117,93,109,83,464290,79965,25529,15706,14257
000639FF59774F13E9F8004D8AFA0002,v001/c00002/d001,2025-07-15T22:31:54+0000,53.3,35.7,18.5,53.3,57.3,1016.1,7265,0,0006,125,16,64,39,148,72,77,131,150,103,138141,31211,13004,7836,5788
000639FF5E9B6B51DE4E08EE36640002,v001/c00001/d031,2025-07-15T22:33:44+0000,53.3,34.3,18.2,51.4,64.3,1014.9,6351,0,0006,392,214,269,238,242,146,150,110,144,149,634323,106659,34127,16816,10415
000639FF6A7CC295DE4E08F026240002,v001/c00001/d021,2025-07-15T22:37:04+0000,53.3,33.8,18.7,44.0,56.8,1015.3,6519,0,0006,401,120,240,84,123,116,109,93,60,64,765509,135040,40261,19531,14947
000639FF6ACFDC65E9F8004EA54B0002,v001/c00001/d011,2025-07-15T22:37:09+0000,53.3,34.4,18.6,58.1,55.2,1015.4,4672,0,0006,175,504,94,251,110,131,94,169,144,118,744527,142190,48939,25938,28226
000639FF757A4C21DE4E08F113480002,v001/c00003/d001,2025-07-15T22:40:05+0000,53.3,35.1,18.3,47.2,61.0,1015.4,5563,0,0006,240,131,149,143,72,69,95,41,83,69,388919,79137,26852,13729,8965
000639FF7B7C2C7BE9F8004F3D540002,v001/c00001/d001,2025-07-15T22:41:47+0000,53.3,34.8,18.6,49.6,63.1,1015.5,5928,0,0007,454,168,261,155,131,138,116,73,109,105,449082,78253,25103,15555,14113
000639FF7B8B8FDFDE4E08F21D640002,v001/c00002/d001,2025-07-15T22:41:51+0000,53.3,35.7,18.3,54.7,57.2,1016,7837,0,0006,105,5,54,26,158,50,72,111,117,73,133393,30349,12734,7702,5756
000639FF81F70F41DE4E08F21B870002,v001/c00001/d031,2025-07-15T22:43:38+0000,53.3,34.4,18.2,51.2,62.4,1014.8,5854,0,0006,386,184,390,168,325,138,184,154,156,120,627268,105793,33990,16683,10457
000639FF8DF24BF8DE4E08F298AA0002,v001/c00001/d021,2025-07-15T22:46:59+0000,53.3,33.8,18.6,45.8,58.6,1015.1,6530,0,0006,654,209,144,138,115,102,72,58,50,55,710177,127367,38777,19070,14645
000639FF8E75666FE9F8005079D60002,v001/c00001/d011,2025-07-15T22:47:08+0000,53.3,34.4,18.5,57.9,56.4,1015.3,4657,0,0006,180,401,211,130,153,70,120,74,122,69,773672,146672,50291,26630,28264
000639FF94EFF5EDDE4E08F396290002,v001/c00004/d001,2025-07-15T22:48:56+0000,53.3,34.3,17.4,52.3,79.7,1015.9,7645,0,0006,122,237,71,339,91,195,277,221,179,144,589445,110294,35338,17476,12249
000639FF990D83B7DE4E08F3BCF90002,v001/c00003/d001,2025-07-15T22:50:04+0000,53.3,35.1,18.1,47.3,62.9,1015.3,4829,0,0006,282,301,237,243,143,156,140,114,103,85,400556,80817,27325,13967,9114
000639FF9F20CEF4E9F8005119810002,v001/c00001/d001,2025-07-15T22:51:47+0000,53.3,34.8,18.2,49.1,67.2,1015.4,6162,0,0007,522,242,353,258,266,184,181,77,135,98,453019,78325,25254,15601,14142
000639FF9F28C3FCDE4E08F4D6E40002,v001/c00002/d001,2025-07-15T22:51:48+0000,53.3,35.7,18.2,54.1,57.4,1015.9,6965,0,0006,107,13,66,53,155,75,61,116,101,84,137345,31211,13004,7841,5801
000639FFA582AD65DE4E08F539270002,v001/c00001/d031,2025-07-15T22:53:34+0000,53.3,34.4,18.2,51.4,62.0,1014.8,5849,0,0006,338,297,335,269,193,110,116,112,99,90,644593,108782,34629,17032,10509
000639FFB18A7235E9F800527C520002,v001/c00001/d021,2025-07-15T22:56:56+0000,53.3,33.8,18.0,44.4,61.5,1015,5646,0,0006,425,141,204,233,179,171,140,127,115,65,749303,132381,39917,19405,14989
000639FFB1FF99BEE9F800521AD10002,v001/c00001/d011,2025-07-15T22:57:04+0000,53.3,34.4,18.1,58.1,58.7,1015.2,4005,0,0006,226,378,205,291,272,167,153,137,139,121,793838,151721,51656,27271,28207
000639FFBCB1ECE5E9F8005326EA0002,v001/c00003/d001,2025-07-15T23:00:03+0000,53.3,35.2,17.9,46.7,65.0,1015.4,5474,0,0006,359,169,349,306,120,143,212,116,194,58,410884,82246,27631,14061,9186
000639FFC29A61E1E9F8005362980002,v001/c00001/d001,2025-07-15T23:01:43+0000,53.3,34.8,17.3,49.9,74.8,1015.4,5246,0,0007,451,233,211,212,193,162,146,108,114,131,459212,78914,25163,15683,14151
000639FFC472A49EE9F8005393B80002,v001/c00002/d001,2025-07-15T23:01:48+0000,53.3,35.6,18.0,54.2,56.8,1015.8,7153,0,0006,118,6,72,44,219,77,47,90,96,90,137458,31257,13053,7853,5808
000639FFC91EBF7CDE4E08F7F2050002,v001/c00001/d031,2025-07-15T23:03:32+0000,53.3,34.5,18.0,51.7,61.9,1014.7,6818,0,0006,318,234,288,225,291,137,122,164,120,117,618668,104487,33586,16553,10284
000639FFD519B52CE9F8005453580002,v001/c00001/d021,2025-07-15T23:06:53+0000,53.3,33.8,16.7,46.3,71.4,1014.9,6523,0,0006,244,274,163,337,118,163,114,115,51,65,710929,127657,38884,19105,14747
000639FFD5A7A2E1DE4E08F436330002,v001/c00001/d011,2025-07-15T23:07:02+0000,53.3,34.4,17.0,57.9,64.4,1015.1,4843,0,0006,379,288,251,194,229,140,166,119,140,130,774119,147968,50534,26681,27148
000639FFE0A5D3B7E9F80054EEA60002,v001/c00003/d001,2025-07-15T23:10:05+0000,53.3,35.2,16.6,48.3,76.2,1015.1,6419,0,0006,369,207,461,239,136,221,171,112,88,90,392109,79589,26887,13884,9122
000639FFE6685F6BE9F8005466550002,v001/c00001/d001,2025-07-15T23:11:40+0000,53.3,34.7,16.3,48.6,80.7,1015.2,7075,0,0007,413,153,297,150,263,170,184,109,88,91,462373,79586,25391,15706,14199
000639FFE67026CDE9F80045E1B90002,v001/c00002/d001,2025-07-15T23:11:44+0000,53.3,35.6,18.0,54.9,56.7,1015.8,8142,0,0006,106,12,80,35,99,72,68,122,80,90,135012,30819,12916,7818,5795
000639FFECEAEFDBDE4E08FAFDC50002,v001/c00001/d031,2025-07-15T23:13:32+0000,53.3,34.4,17.9,53.3,61.7,1014.7,6524,0,0006,410,147,368,227,225,168,117,99,119,86,578976,99107,32257,16100,10097
000639FFF8D5D40BDE4E08FBECAE0002,v001/c00001/d021,2025-07-15T23:16:53+0000,53.3,33.8,16.3,46.0,74.4,1014.8,7780,0,0006,433,437,164,286,148,113,138,98,131,101,694037,125093,38283,18831,14614
000639FFF926E6BBDE4E08FAE7A50002,v001/c00001/d011,2025-07-15T23:16:58+0000,53.3,34.4,16.4,57.5,68.2,1015,5139,0,0006,201,308,187,304,215,139,160,155,126,126,725955,140993,49401,25874,24995
00063A0003AC6DC9DE4E08FD3E4B0002,v001/c00003/d001,2025-07-15T23:19:53+0000,53.3,35.2,16.5,47.6,77.2,1015,5507,0,0006,351,215,220,231,201,167,136,165,157,131,403454,81131,27558,14052,9178
00063A0009B172EEDE4E08F9C72A0002,v001/c00001/d001,2025-07-15T23:21:35+0000,53.3,34.7,16.1,49.3,82.2,1015.2,5814,0,0007,523,214,267,201,240,170,121,134,110,101,459212,79361,25514,15695,14199
00063A0009F81FE9DE4E08FDCB270002,v001/c00002/d001,2025-07-15T23:21:40+0000,53.3,35.6,17.9,53.4,56.7,1015.6,6556,0,0006,106,9,103,35,140,65,92,81,125,64,144982,32549,13501,8117,5921
00063A00107B154BE9F80057235E0002,v001/c00001/d031,2025-07-15T23:23:29+0000,53.3,34.3,17.9,53.0,62.0,1014.4,7595,0,0006,349,268,392,204,246,141,120,157,112,122,573093,98645,32086,16002,10049
00063A001C77F780DE4E08FF3A340002,v001/c00001/d021,2025-07-15T23:26:50+0000,53.3,33.8,16.2,45.6,75.2,1014.7,9100,0,0006,477,231,240,281,145,111,111,95,84,106,696917,125653,38248,18831,14503
00063A001CC47152DE4E08FECE550002,v001/c00001/d011,2025-07-15T23:26:55+0000,53.3,34.5,16.4,63.1,70.2,1014.9,6562,0,0006,109,264,102,249,179,124,111,134,135,126,622633,124813,44927,23857,22321
00063A002733ECCFE9F80058E0D60002,v001/c00003/d001,2025-07-15T23:29:50+0000,53.3,35.2,16.5,47.6,78.2,1014.9,6008,0,0006,383,247,261,324,165,126,144,95,98,68,400317,80662,27343,14014,9154
00063A002D9ACE85DE4E08FFCC6C0002,v001/c00002/d001,2025-07-15T23:31:38+0000,53.3,35.6,17.7,53.8,57.5,1015.3,6107,0,0006,109,23,71,97,200,126,95,210,175,118,142872,32297,13337,8010,5900
00063A002DDA5930DE4E0B0071080002,v001/c00001/d001,2025-07-15T23:31:36+0000,53.3,34.7,16.3,49.5,81.8,1015,6598,0,0007,521,136,271,133,163,126,107,113,78,62,458272,79211,25284,15706,14267
