message_id,topic,device_dt,temp_device,temp_hive,temp,humidity_hive,humidity,pressure,co2,light_intensity,version,ab_bin1,ab_bin2,ab_bin3,ab_bin4,ab_bin5,ab_bin6,ab_bin7,ab_bin8,ab_bin9,ab_bin10,gb_bin1,gb_bin2,gb_bin3,gb_bin4,gb_bin5
000639A6ACED49CEDE4E034AD2650002,v001/c00003/d001,2025-07-11T12:44:46+0000,53.3,35.1,31.7,50.1,40.7,1022.4,2608,2732.5,0006,384,210,261,354,176,154,141,114,72,53,367736,76325,26313,13720,8950
000639A6CC058179E9F80C9D84420002,v001/c00001/d031,2025-07-11T12:53:28+0000,53.3,33.9,22.8,58.6,63.0,1021,5740,1093.3,0006,298,188,366,203,310,128,253,117,138,142,531258,92236,30916,15799,9761
000639A6D0A9EBCBDE4E034D45A40002,v001/c00003/d001,2025-07-11T12:54:42+0000,53.3,35.1,31.3,50.1,43.0,1022.3,2338,2333.3,0006,264,234,287,515,144,171,165,119,79,75,367326,76325,26280,13756,9004
000639A6D888558ADE4E034E12640002,v001/c00002/d001,2025-07-11T12:56:15+0000,53.3,36.0,38.3,55.7,38.0,1021.9,4299,21384.2,0006,82,17,54,28,138,38,66,79,106,91,132545,30108,12773,7789,5788
000639A6EF99718AE9F80C9F6FB40002,v001/c00001/d031,2025-07-11T13:03:25+0000,53.3,34.0,22.9,58.9,60.5,1020.9,4442,1208.3,0006,438,345,283,274,212,159,137,114,105,90,527120,92741,30781,15788,9725
000639A6F416030CDE4E035169AA0002,v001/c00003/d001,2025-07-11T13:04:39+0000,53.3,35.1,31.3,49.8,41.8,1022.2,2341,2073.3,0006,328,249,299,399,164,132,132,73,87,53,371888,77097,26396,13847,9043
000639A6F9B93FAFE9F80CA06ED80002,v001/c00002/d001,2025-07-11T13:06:15+0000,53.3,36.0,38.3,57.8,43.3,1021.8,4921,27561.7,0006,102,24,84,37,139,40,53,93,97,63,126420,29081,12490,7640,5750
000639A6FF5EA2AFDE4E0352C0BC0002,v001/c00004/d001,2025-07-11T13:07:50+0000,53.3,34.8,22.8,56.4,68.2,1021,4819,7955.8,0006,253,224,171,114,166,203,175,270,238,172,587391,109082,35103,17563,12737
000639A713866659E9F80CA1B42B0002,v001/c00001/d031,2025-07-11T13:13:27+0000,53.3,34.0,23.1,59.2,58.1,1020.9,4993,1550,0006,219,174,174,134,118,117,112,99,62,71,522240,91637,30493,15682,9645
000639A71D4EA265DE4E0355A4BA0002,v001/c00002/d001,2025-07-11T13:16:12+0000,53.3,36.1,38.2,57.8,39.6,1021.8,4933,16940,0006,67,7,51,34,105,41,39,66,88,48,127775,29121,12468,7657,5769
000639A736D8A47CDE4E0357A9380002,v001/c00001/d031,2025-07-11T13:23:20+0000,53.3,34.0,22.9,58.4,60.6,1020.8,4866,3795,0006,330,364,242,201,189,123,94,117,79,71,527943,92639,30826,15729,9689
000639A7430E554EE9F80CA41F4C0002,v001/c00002/d001,2025-07-11T13:26:06+0000,53.3,36.0,37.1,59.4,44.8,1021.8,5022,23726.7,0006,113,80,61,65,235,111,59,92,127,104,123611,28389,12263,7568,5744
000639A75A984531DE4E035AC96D0002,v001/c00001/d031,2025-07-11T13:33:20+0000,53.3,34.0,23.6,57.8,58.7,1020.9,5625,1880,0006,295,378,363,203,276,114,145,147,134,106,518638,90656,30384,15330,9541
000639A75E9F6979E9F80CA5B56C0002,v001/c00003/d001,2025-07-11T13:34:26+0000,53.3,35.1,29.7,52.0,46.6,1022.1,2916,839.2,0006,156,234,135,292,137,104,80,78,86,80,345732,72745,25312,13251,8904
000639A7646CE256E9F80CA6295A0002,v001/c00002/d001,2025-07-11T13:36:05+0000,53.3,36.0,36.2,59.3,44.8,1021.8,5310,21449.2,0006,73,10,48,30,122,44,39,69,56,41,121895,28064,12141,7475,5712
000639A77E2CA8AFE9F80CA7661B0002,v001/c00001/d031,2025-07-11T13:43:17+0000,53.3,34.1,23.4,58.6,57.6,1020.9,5330,1652.5,0006,258,240,254,222,253,160,193,144,169,126,500979,88756,29807,15231,9438
000639A782637E7EDE4E035E9B0B0002,v001/c00003/d001,2025-07-11T13:44:25+0000,53.3,35.1,28.9,50.2,46.7,1022,2882,1240,0006,255,288,156,590,205,151,142,104,90,67,359703,75160,25858,13421,8950
000639A788239A3CE9F80CA7B45A0002,v001/c00002/d001,2025-07-11T13:46:03+0000,53.3,36.1,35.6,56.6,45.2,1021.8,4578,19101.7,0006,73,27,42,25,118,33,32,68,101,33,132545,30065,12711,7789,5814
000639A78DF2FF48DE4E035F3A220002,v001/c00004/d001,2025-07-11T13:47:40+0000,53.3,34.7,23.2,58.4,68.6,1020.9,4327,4734.2,0006,297,80,234,108,110,178,234,258,197,234,443927,87507,29655,15208,11076
000639A7A1A3394EE9F80CA959500002,v001/c00001/d031,2025-07-11T13:53:12+0000,53.3,34.1,23.4,57.1,61.8,1020.8,5032,10655,0006,247,309,373,230,267,196,161,151,120,140,514694,90753,30384,15364,9498
000639A7A5EE0913DE4E03625EF00002,v001/c00003/d001,2025-07-11T13:54:22+0000,53.3,35.1,28.0,49.3,46.5,1022,3277,1063.3,0006,157,115,220,360,289,230,163,88,148,99,374425,77311,26529,13792,8988
000639A7B16EA581E9F80CAA13010002,v001/c00004/d001,2025-07-11T13:57:36+0000,53.3,34.7,23.4,58.1,70.4,1020.8,4688,5274.2,0006,217,92,100,96,122,151,188,198,220,195,447462,88055,29844,15263,11111
000639A7C5671F3CE9F80CAB39300002,v001/c00001/d031,2025-07-11T14:03:12+0000,53.3,34.2,23.3,57.7,59.3,1020.7,6502,8618.3,0006,137,100,103,113,163,61,56,66,31,42,500238,88756,29723,15155,9430
000639A7CF6FBCA6DE4E036573210002,v001/c00002/d001,2025-07-11T14:05:55+0000,53.3,36.1,33.3,57.4,44.6,1021.6,4694,22629.2,0006,88,29,89,55,139,60,39,82,112,68,129561,29471,12550,7714,5814
000639A7E91A1C9BDE4E036719D30002,v001/c00001/d031,2025-07-11T14:13:11+0000,53.3,34.4,23.7,57.8,56.7,1020.6,6208,2254.2,0006,86,59,90,135,85,63,64,78,47,46,492235,87202,29496,15036,9322
000639A7ECF1FD8BE9F80CAD3A240002,v001/c00003/d001,2025-07-11T14:14:13+0000,53.3,35.2,27.1,52.6,49.3,1021.9,5319,1475.8,0006,107,244,150,491,253,256,129,117,82,84,330800,69717,24628,12972,8725
000639A80C9709AFE9F80CAF23310002,v001/c00001/d031,2025-07-11T14:23:07+0000,53.3,34.5,23.6,59.9,59.2,1020.5,5961,12100,0006,110,181,230,97,124,113,112,81,83,78,443237,80489,27577,14171,9081
000639A8108EC443DE4E036BDAD90002,v001/c00003/d001,2025-07-11T14:24:12+0000,53.3,35.2,27.0,53.1,49.9,1021.9,5466,1397.5,0006,140,279,133,380,206,143,77,94,56,66,317104,67634,24090,12845,8596
000639A81674BDBDE9F80CAF70840002,v001/c00002/d001,2025-07-11T14:25:52+0000,53.3,36.1,34.2,55.3,49.3,1021.4,4299,20150,0006,80,10,67,22,168,45,47,96,105,82,137232,30956,13028,7925,5867
000639A8304FE245E9F80CB10A6E0002,v001/c00001/d031,2025-07-11T14:33:06+0000,53.3,34.4,23.3,60.0,54.9,1020.5,6718,1319.2,0006,161,178,297,283,357,213,219,162,183,151,442368,80032,27523,14247,8981
000639A83406E101DE4E036F18DA0002,v001/c00003/d001,2025-07-11T14:34:06+0000,53.3,35.2,26.3,52.4,53.0,1021.9,4756,1085,0006,116,258,144,420,246,111,79,79,62,47,322697,69141,24173,12790,8639
