message_id,topic,device_dt,temp_device,temp_hive,temp,humidity_hive,humidity,pressure,co2,light_intensity,version,ab_bin1,ab_bin2,ab_bin3,ab_bin4,ab_bin5,ab_bin6,ab_bin7,ab_bin8,ab_bin9,ab_bin10,gb_bin1,gb_bin2,gb_bin3,gb_bin4,gb_bin5
00063C82E50D0C2CDE4E05715B820002,v001/c00002/d001,2025-08-16T22:19:05+0000,53.3,34.8,13.6,57.7,76.6,1026.6,7461,0,0006,161,35,80,92,317,80,51,25,51,21,99626,23876,10251,6435,4866
00063C82F2E477C5DE4E058693EC0002,v001/c00004/d001,2025-08-16T22:22:57+0000,53.3,33.6,14.9,50.8,76.3,1025.8,5779,0,0009,318,175,154,219,186,166,201,153,116,125,541627,101656,33277,16834,11338
00063C82FB4E2D92DE4E0583254F0002,v001/c00003/d001,2025-08-16T22:25:17+0000,53.3,28.4,13.5,65.9,78.5,1027.1,9085,0,0006,460,244,279,263,143,153,149,138,75,91,163894,34189,14005,10062,13327
00063C8308D301D9DE4E05720C7A0002,v001/c00002/d001,2025-08-16T22:29:05+0000,53.3,34.7,14.1,58.1,75.9,1026.6,7241,0,0006,121,29,67,99,359,72,44,59,51,18,97759,23543,10161,6412,4847
00063C831F43419CDE4E058844C90002,v001/c00003/d001,2025-08-16T22:35:13+0000,53.3,28.5,13.4,65.4,78.5,1027,7813,0,0006,222,173,259,337,152,189,187,130,134,149,170223,35253,14311,10209,13404
00063C832C74E1EFE9F8059294710002,v001/c00002/d001,2025-08-16T22:39:03+0000,53.3,34.8,14.4,57.6,75.0,1026.6,6224,0,0006,110,23,62,147,550,72,51,46,61,32,99153,23917,10322,6471,4856
00063C8342CA2DD8E9F8059423750002,v001/c00003/d001,2025-08-16T22:45:10+0000,53.3,28.5,13.5,65.1,78.3,1027,8578,0,0006,289,329,228,311,132,178,232,150,114,148,170918,35552,14360,10239,13447
00063C834FDD0B03E9F80595079C0002,v001/c00002/d001,2025-08-16T22:48:57+0000,53.3,34.7,14.4,56.1,74.5,1026.6,6086,0,0006,115,39,71,110,439,90,47,44,81,37,104755,24872,10639,6628,4930
00063C834FF93799E9F805961DAB0002,v001/c00001/d021,2025-08-16T22:48:55+0000,53.3,34.1,14.7,46.8,67.4,1026.7,7151,0,0006,428,182,274,211,165,134,122,97,120,56,637408,114448,35415,17900,13991
00063C83667F3AA6E9F805991E3D0002,v001/c00003/d001,2025-08-16T22:55:08+0000,53.3,28.4,13.3,66.6,79.5,1027,9144,0,0006,337,179,188,263,109,108,93,99,88,81,155380,32620,13447,9761,13193
