message_id,topic,device_dt,temp_device,temp_hive,temp,humidity_hive,humidity,pressure,co2,light_intensity,version,ab_bin1,ab_bin2,ab_bin3,ab_bin4,ab_bin5,ab_bin6,ab_bin7,ab_bin8,ab_bin9,ab_bin10,gb_bin1,gb_bin2,gb_bin3,gb_bin4,gb_bin5
00063E518AB87C0DDE4E0E3279680002,v001/c00004/d001,2025-09-08T22:16:39+0000,53.3,32.4,17.0,54.4,82.0,1019.2,6798,0,0010,196,82,87,103,99,79,102,78,122,116,408187,80495,26897,14517,9761
00063E518F98E5B4E9F80B68A57D0002,v001/c00002/d001,2025-09-08T22:18:01+0000,53.3,33.1,13.9,56.4,85.3,1019.6,7262,0,0010,111,18,42,22,187,85,43,37,36,22,91256,21888,9564,5998,4526
00063E519301C33DE9F80A3213780002,v001/c00001/d021,2025-09-08T22:18:58+0000,53.3,33.4,13.8,49.3,76.1,1019.1,8158,0,0010,383,225,200,92,101,66,82,49,37,40,587262,107359,33902,17141,13093
00063E51A052F39CDE4E0E309BD70002,v001/c00001/d001,2025-09-08T22:22:42+0000,53.3,31.9,13.5,57.6,100.0,1019.6,8463,0,0010,564,260,147,154,174,131,141,91,65,76,417025,71772,25437,16178,13480
00063E51AE382A6DE9F80A82537E0002,v001/c00004/d001,2025-09-08T22:26:35+0000,53.3,32.3,17.1,53.9,81.0,1019.2,7323,0,0010,171,48,97,62,77,78,110,70,88,57,414969,81584,27333,14547,9852
00063E51B69E8E8DE9F80A7173050002,v001/c00001/d021,2025-09-08T22:28:56+0000,53.3,33.4,13.8,50.1,76.5,1019.1,7044,0,0010,332,195,150,164,117,105,80,39,54,75,573232,105473,33578,17030,13020
00063E51C3F83838DE4E0E33347F0002,v001/c00001/d001,2025-09-08T22:32:39+0000,53.3,31.9,13.4,55.8,100.0,1019.7,6892,0,0010,265,104,38,66,66,42,36,32,20,22,440543,74839,26116,16547,13593
00063E51D2237F51DE4E00DD1A870002,v001/c00004/d001,2025-09-08T22:36:38+0000,53.3,32.3,16.9,53.5,82.2,1019,5045,0,0010,202,67,117,47,84,66,135,86,95,65,433371,84022,27948,14928,10021
00063E51DA3E6B26E9F80A8801CE0002,v001/c00001/d021,2025-09-08T22:38:54+0000,53.3,33.3,13.7,49.2,76.5,1019.1,8103,0,0010,362,288,172,141,219,147,106,88,58,59,593487,107634,34205,17353,13061
00063E51E79F68A0DE4E0E340B670002,v001/c00001/d001,2025-09-08T22:42:36+0000,53.3,31.8,13.3,56.8,100.0,1019.6,6585,0,0010,591,181,126,147,215,110,111,113,77,104,441701,74441,26148,16573,13646
00063E51F58E92F4DE4E0E34A9F10002,v001/c00004/d001,2025-09-08T22:46:29+0000,53.3,32.2,16.8,54.4,82.6,1019.1,6604,0,0010,128,24,26,41,23,30,23,11,22,31,417539,82060,27421,14709,9917
00063E51FAB2F454DE4E0E3747A40002,v001/c00002/d001,2025-09-08T22:47:57+0000,53.3,33.1,13.6,57.1,86.3,1019.5,7337,0,0010,124,23,43,27,316,86,49,30,33,20,91156,22026,9564,6018,4558
00063E51FDDA6777E9F80A8B2EAF0002,v001/c00001/d021,2025-09-08T22:48:51+0000,53.3,33.4,13.7,48.9,76.7,1019.2,7905,0,0010,376,288,219,170,171,93,99,66,57,61,601996,109599,34317,17397,13217
00063E520B1B5551E9F80A88E19E0002,v001/c00001/d001,2025-09-08T22:52:33+0000,53.3,31.7,13.4,57.0,100.0,1019.7,6559,0,0010,398,212,201,181,180,94,122,91,96,61,432043,73658,25859,16418,13575
00063E5218F8BB06DE4E0E35E75B0002,v001/c00004/d001,2025-09-08T22:56:26+0000,53.3,32.2,16.7,54.5,83.0,1018.9,5926,0,0010,209,67,125,105,92,101,92,81,95,79,416764,81981,27475,14679,9945
00063E521FFE0185E9F80A8E71240002,v001/c00002/d001,2025-09-08T22:57:57+0000,53.3,33.1,13.5,56.2,86.8,1019.3,6132,0,0010,114,23,27,11,149,99,56,42,52,24,91657,22120,9599,6025,4558
00063E522179F8AFE9F80A8AE7C90002,v001/c00001/d021,2025-09-08T22:58:48+0000,53.3,33.3,13.7,48.8,76.9,1019.1,4335,0,0010,490,150,234,168,201,124,151,87,88,69,620913,111488,34886,17689,13334
00063E522ED1A145DE4E0E3919130002,v001/c00001/d001,2025-09-08T23:02:31+0000,53.3,31.7,13.4,56.7,100.0,1019.7,8100,0,0010,396,168,143,176,178,165,199,117,83,90,439678,74972,26100,16652,13717
00063E523C874E3BDE4E0E39B4F40002,v001/c00004/d001,2025-09-08T23:06:23+0000,53.3,32.2,16.7,53.7,83.6,1018.9,6258,0,0010,184,105,154,99,106,111,127,100,107,91,427058,82948,27801,14802,9974
00063E52450C4C21DE4E0E3A01E90002,v001/c00001/d021,2025-09-08T23:08:45+0000,53.3,33.2,13.7,48.9,77.0,1019,5655,0,0010,267,259,198,130,157,98,92,65,64,55,626705,112533,35296,17900,13428
00063E52524868FDE9F80A9152720002,v001/c00001/d001,2025-09-08T23:12:27+0000,53.3,31.7,13.4,55.4,100.0,1019.5,7165,0,0010,540,220,178,125,211,144,116,84,49,59,454244,76752,26696,16852,13807
00063E52601E8ED2DE4E0E3A744D0002,v001/c00004/d001,2025-09-08T23:16:20+0000,53.3,32.2,16.5,52.9,83.8,1018.7,6440,0,0010,177,127,103,113,89,90,131,102,85,87,437589,84952,28115,14970,10060
00063E52658E79CBDE4E0E3C5B720002,v001/c00002/d001,2025-09-08T23:17:51+0000,53.3,33.0,13.5,55.8,87.3,1019.1,8372,0,0010,107,15,28,27,179,97,40,32,24,11,92985,22453,9715,6092,4558
00063E5268AD70ABE9F80A8D2EE80002,v001/c00001/d021,2025-09-08T23:18:43+0000,53.3,33.2,13.7,49.0,77.5,1019.1,6682,0,0010,352,211,241,113,182,103,102,77,77,49,626705,112307,35237,17840,13471
00063E52760E45D7E9F80A9635350002,v001/c00001/d001,2025-09-08T23:22:25+0000,53.3,31.6,13.4,55.7,100.0,1019.5,7412,0,0010,515,241,270,199,226,224,136,100,113,110,454244,76334,26696,16772,13798
00063E5283BA9787E9F80A954F640002,v001/c00004/d001,2025-09-08T23:26:17+0000,53.3,32.2,16.7,52.7,83.3,1018.8,7447,0,0010,181,86,139,99,95,73,95,74,99,86,442761,85296,28380,14981,10088
00063E528924688BDE4E0E3E55EF0002,v001/c00002/d001,2025-09-08T23:27:48+0000,53.3,32.9,13.4,57.0,87.3,1019,8669,0,0010,113,31,40,27,236,155,42,57,57,26,90366,21888,9511,5967,4534
00063E528C5059C7DE4E0E3CB5190002,v001/c00001/d021,2025-09-08T23:28:41+0000,53.3,33.1,13.8,49.9,77.8,1018.9,8353,0,0010,355,359,229,413,205,155,155,123,112,153,604705,109385,34599,17513,13326
00063E52997C00C3E9F80A99E5690002,v001/c00001/d001,2025-09-08T23:32:22+0000,53.3,31.7,13.5,55.9,100.0,1019.4,7695,0,0010,501,257,240,225,196,213,149,103,106,120,449985,76058,26477,16665,13717
00063E52A75281E0E9F80A97052A0002,v001/c00004/d001,2025-09-08T23:36:14+0000,53.3,32.1,16.7,54.4,83.4,1018.6,8058,0,0010,247,47,166,84,94,141,104,87,103,98,419878,82542,27511,14699,9974
00063E52ACBDC7A0DE4E0E3CF2660002,v001/c00002/d001,2025-09-08T23:37:45+0000,53.3,32.9,13.4,55.8,87.5,1019.1,8018,0,0010,103,14,27,28,220,97,55,27,47,18,92675,22502,9661,6075,4562
00063E52AFE91931E9F80A984CA80002,v001/c00001/d021,2025-09-08T23:38:38+0000,53.3,33.1,13.8,49.1,77.8,1018.9,8686,0,0010,429,265,290,246,225,148,177,122,71,89,614102,110245,34828,17571,13385
00063E52BD13CB54E9F80A9CC5540002,v001/c00001/d001,2025-09-08T23:42:19+0000,53.3,31.8,13.5,56.0,100.0,1019.4,9023,0,0010,453,240,230,168,209,172,147,117,91,96,442283,74772,26279,16600,13611
00063E52CBBA2A7EE9F80A9D96070002,v001/c00004/d001,2025-09-08T23:46:25+0000,53.3,32.0,16.4,51.2,84.8,1018.5,6865,0,0010,169,93,99,107,120,96,89,80,98,105,458101,88239,28825,15219,10216
00063E52D05E307DDE4E0E3F37F70002,v001/c00002/d001,2025-09-08T23:47:42+0000,53.3,32.9,13.3,57.5,87.5,1019.2,7319,0,0010,104,13,24,14,141,76,46,35,37,20,89880,21796,9459,5998,4534
00063E52D385DFC2E9F80A91BC0B0002,v001/c00001/d021,2025-09-08T23:48:36+0000,53.3,33.2,13.7,48.9,77.9,1018.8,7595,0,0010,422,325,255,195,293,213,189,125,94,95,623217,112232,35178,17749,13454
00063E52E0A90096E9F80A9D6A3B0002,v001/c00001/d001,2025-09-08T23:52:16+0000,53.3,31.7,13.5,58.7,100.0,1019.3,9092,0,0010,444,169,140,185,150,119,109,99,78,80,415992,71833,25345,16291,13462
00063E52EE800B57DE4E0E4222EB0002,v001/c00004/d001,2025-09-08T23:56:08+0000,53.3,32.0,16.3,52.2,84.9,1018.5,5709,0,0010,216,159,116,89,82,87,103,61,81,116,453480,87598,28708,15252,10236
00063E52F4280B07E9F80AA071C30002,v001/c00002/d001,2025-09-08T23:57:40+0000,53.3,32.9,13.2,56.8,87.7,1019.2,10836,0,0010,106,17,18,23,154,93,39,24,32,19,89590,21819,9468,5946,4514
00063E52F7223F18DE4E0E4282B70002,v001/c00001/d021,2025-09-08T23:58:33+0000,53.3,33.1,13.7,48.5,78.0,1018.8,8383,0,0010,365,254,158,202,169,101,166,148,76,88,627290,113139,35237,17779,13480
00063E5304401954DE4E0E3AB8450002,v001/c00001/d001,2025-09-09T00:02:13+0000,53.3,31.7,13.5,58.2,100.0,1019.3,9611,0,0010,458,237,183,251,142,119,132,83,105,78,417284,71833,25360,16178,13428
00063E53123ED635DE4E0E43C5110002,v001/c00004/d001,2025-09-09T00:06:08+0000,53.3,32.0,16.3,51.6,84.9,1018.6,6458,0,0010,181,65,111,77,98,120,128,78,102,90,471886,90317,29407,15475,10377
